着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
9,1,ミッキーブリランテ,ディープブリランテ,エピックラヴ,牡,5,-4,和田竜二,13,矢作芳人,芝,右,1200m,晴,良
10,2,ラヴィングアンサー,ダイワメジャー,ラブレター,牡,7,6,岩田望来,15,石坂公一,芝,右,1200m,晴,良
11,6,ジャンダルム,Kitten s Joy,Believe,牡,6,-2,浜中俊,4,池江泰寿,芝,右,1200m,晴,良
12,4,タイセイビジョン,タートルボウル,ソムニア,牡,4,4,三浦皇成,11,西村真幸,芝,右,1200m,晴,良
13,5,エイティーンガール,ヨハネスブルグ,センターグランタス,牝,5,-10,横山和生,14,飯田祐史,芝,右,1200m,晴,良
14,7,アウィルアウェイ,ジャスタウェイ,ウィルパワー,牝,5,-8,戸崎圭太,12,高野友和,芝,右,1200m,晴,良
15,3,ファストフォース,ロードカナロア,ラッシュライフ,牡,5,6,鮫島克駿,8,西村真幸,芝,右,1200m,晴,良
16,8,ロードアクア,ロードカナロア,オーシュペール,牡,5,-10,田中健,16,浅見秀一,芝,右,1200m,晴,良
1,6,アカイトリノムスメ,ディープインパクト,アパパネ,牝,3,-2,戸崎圭太,4,国枝栄,芝,右,2000m,晴,良
2,7,ファインルージュ,キズナ,パシオンルージュ,牝,3,-2,C.ルメール,2,岩戸孝樹,芝,右,2000m,晴,良
3,5,アンドヴァラナウト,キングカメハメハ,グルヴェイグ,牝,3,-4,福永祐一,3,池添学,芝,右,2000m,晴,良
4,3,エイシンヒテン,エイシンヒカリ,エイシンサンバレー,牝,3,0,松若風馬,10,渡辺薫彦,芝,右,2000m,晴,良
5,3,スライリー,オルフェーヴル,ビジョナリー,牝,3,4,石川裕紀人,15,相沢郁,芝,右,2000m,晴,良
6,1,ステラリア,キズナ,ポリネイター,牝,3,8,武豊,9,斉藤崇史,芝,右,2000m,晴,良
7,5,アールドヴィーヴル,キングカメハメハ,イサベル,牝,3,4,松山弘平,6,今野貞一,芝,右,2000m,晴,良
7,8,アナザーリリック,リオンディーズ,アンソロジー,牝,3,8,津村明秀,8,林徹,芝,右,2000m,晴,良
9,8,ミスフィガロ,ディープインパクト,ミスアンコール,牝,3,4,藤岡康太,12,友道康夫,芝,右,2000m,晴,良
10,2,ソダシ,クロフネ,ブチコ,牝,3,2,吉田隼人,1,須貝尚介,芝,右,2000m,晴,良
11,1,スルーセブンシーズ,ドリームジャーニー,マイティースルー,牝,3,0,大野拓弥,7,尾関知人,芝,右,2000m,晴,良
12,4,サルファーコスモス,キングカメハメハ,ミクロコスモス,牝,3,2,川田将雅,11,中内田充正,芝,右,2000m,晴,良
13,6,ユーバーレーベン,ゴールドシップ,マイネテレジア,牝,3,2,M.デムーロ,5,手塚貴久,芝,右,2000m,晴,良
14,4,エンスージアズム,ディープインパクト,ゼラスキャット,牝,3,6,岩田望来,16,安田翔伍,芝,右,2000m,晴,良
15,2,クールキャット,スクリーンヒーロー,メジロトンキニーズ,牝,3,-10,和田竜二,13,奥村武,芝,右,2000m,晴,良
16,7,ホウオウイクセル,ルーラーシップ,メジロオードリー,牝,3,-8,丸田恭介,14,高柳瑞樹,芝,右,2000m,晴,良
1,2,タイトルホルダー,ドゥラメンテ,メーヴェ,牡,3,-2,横山武史,4,栗田徹,芝,右,3000m,曇,良
2,8,オーソクレース,エピファネイア,マリアライト,牡,3,-2,C.ルメール,3,久保田貴士,芝,右,3000m,曇,良
3,6,ディヴァインラヴ,エピファネイア,ディープラヴ,牝,3,0,福永祐一,6,斉藤崇史,芝,右,3000m,曇,良
4,7,ステラヴェローチェ,バゴ,オーマイベイビー,牡,3,-12,吉田隼人,2,須貝尚介,芝,右,3000m,曇,良
5,4,ディープモンスター,ディープインパクト,シスタリーラヴ,牡,3,-4,武豊,7,池江泰寿,芝,右,3000m,曇,良
6,5,ヴェローチェオロ,ゴールドシップ,プレシャスライフ,牡,3,2,幸英明,12,須貝尚介,芝,右,3000m,曇,良
7,7,アリーヴォ,ドゥラメンテ,エスメラルディーナ,牡,3,0,M.デムーロ,11,杉山晴紀,芝,右,3000m,曇,良
8,4,エアサージュ,Point of Entry,Nokaze,牡,3,-18,藤岡佑介,10,池添学,芝,右,3000m,曇,良
9,1,アサマノイタズラ,ヴィクトワールピサ,ハイタッチクイーン,牡,3,-6,田辺裕信,5,手塚貴久,芝,右,3000m,曇,良
10,8,ヴィクティファルス,ハーツクライ,ヴィルジニア,牡,3,0,池添謙一,8,池添学,芝,右,3000m,曇,良
11,3,セファーラジエル,キズナ,ダークサファイア,牡,3,2,鮫島克駿,17,高柳大輔,芝,右,3000m,曇,良
12,2,ロードトゥフェイム,マツリダゴッホ,ラドランファーマ,牡,3,10,丹内祐次,15,尾形和幸,芝,右,3000m,曇,良
13,3,レッドジェネシス,ディープインパクト,リュズキナ,牡,3,4,川田将雅,1,友道康夫,芝,右,3000m,曇,良
14,5,モンテディオ,ジャスタウェイ,ディオニージア,牡,3,0,横山和生,13,四位洋文,芝,右,3000m,曇,良
15,8,グラティアス,ハーツクライ,マラコスタムブラダ,牡,3,-6,松山弘平,14,加藤征弘,芝,右,3000m,曇,良
16,7,ヴァイスメテオール,キングカメハメハ,シャトーブランシュ,牡,3,-8,丸山元気,9,岩戸孝樹,芝,右,3000m,曇,良
17,6,ノースザワールド,ディープインパクト,パスオブドリームズ,牡,3,-2,和田竜二,18,大久保龍志,芝,右,3000m,曇,良
18,1,ワールドリバイバル,エピファネイア,セシリア,牡,3,6,津村明秀,16,牧田和弥,芝,右,3000m,曇,良
1,3,エフフォーリア,エピファネイア,ケイティーズハート,牡,3,4,横山武史,3,鹿戸雄一,芝,左,2000m,曇,良
2,1,コントレイル,ディープインパクト,ロードクロサイト,牡,4,-8,福永祐一,1,矢作芳人,芝,左,2000m,曇,良
3,5,グランアレグリア,ディープインパクト,タピッツフライ,牝,5,2,C.ルメール,2,藤沢和雄,芝,左,2000m,曇,良
4,4,サンレイポケット,ジャングルポケット,アドマイヤパンチ,牡,6,0,鮫島克駿,10,高橋義忠,芝,左,2000m,曇,良
5,8,ヒシイグアス,ハーツクライ,ラリズ,牡,5,2,松山弘平,7,堀宣行,芝,左,2000m,曇,良
6,2,ポタジェ,ディープインパクト,ジンジャーパンチ,牡,4,2,川田将雅,5,友道康夫,芝,左,2000m,曇,良
7,7,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,7,-12,大野拓弥,13,池江泰寿,芝,左,2000m,曇,良
8,6,ラストドラフト,ノヴェリスト,マルセリーナ,牡,5,-6,三浦皇成,14,戸田博文,芝,左,2000m,曇,良
9,8,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,6,-16,藤岡佑介,12,友道康夫,芝,左,2000m,曇,良
10,6,ムイトオブリガード,ルーラーシップ,ピサノグラフ,牡,7,-10,柴田善臣,16,角田晃一,芝,左,2000m,曇,良
11,4,ワールドプレミア,ディープインパクト,マンデラ,牡,5,-4,岩田康誠,6,友道康夫,芝,左,2000m,曇,良
12,7,カレンブーケドール,ディープインパクト,ソラリア,牝,5,2,戸崎圭太,4,国枝栄,芝,左,2000m,曇,良
13,2,モズベッロ,ディープブリランテ,ハーランズルビー,牡,5,2,池添謙一,9,森田直行,芝,左,2000m,曇,良
14,5,カイザーミノル,ロードカナロア,ストライクルート,牡,5,-2,横山典弘,11,北出成人,芝,左,2000m,曇,良
15,3,トーセンスーリヤ,ローエングリン,トーセンガラシャ,牡,6,0,横山和生,8,小野次郎,芝,左,2000m,曇,良
16,1,カデナ,ディープインパクト,フレンチリヴィエラ,牡,7,2,田辺裕信,15,中竹和也,芝,左,2000m,曇,良
1,8,アカイイト,キズナ,ウアジェト,牝,4,0,幸英明,10,中竹和也,芝,右,2200m,晴,良
2,3,ステラリア,キズナ,ポリネイター,牝,3,0,松山弘平,7,斉藤崇史,芝,右,2200m,晴,良
3,1,クラヴェル,エピファネイア,ディアデラマドレ,牝,4,-4,横山典弘,9,安田翔伍,芝,右,2200m,晴,良
4,6,ソフトフルート,ディープインパクト,ストロベリーフェア,牝,4,0,岩田望来,11,斉藤崇史,芝,右,2200m,晴,良
5,2,イズジョーノキセキ,エピファネイア,キングダンサー,牝,4,2,和田竜二,12,石坂公一,芝,右,2200m,晴,良
6,1,レイパパレ,ディープインパクト,シェルズレイ,牝,4,0,C.ルメール,1,高野友和,芝,右,2200m,晴,良
7,2,アカイトリノムスメ,ディープインパクト,アパパネ,牝,3,4,戸崎圭太,2,国枝栄,芝,右,2200m,晴,良
8,6,デゼル,ディープインパクト,アヴニールセルタン,牝,4,2,武豊,8,友道康夫,芝,右,2200m,晴,良
9,3,ランブリングアレー,ディープインパクト,ブルーミングアレー,牝,5,4,吉田隼人,6,友道康夫,芝,右,2200m,晴,良
10,8,ウインキートス,ゴールドシップ,イクスキューズ,牝,4,-2,丹内祐次,5,宗像義忠,芝,右,2200m,晴,良
11,4,テルツェット,ディープインパクト,ラッドルチェンド,牝,4,-2,M.デムーロ,4,和田正一郎,芝,右,2200m,晴,良
12,5,ムジカ,エピファネイア,ローズアダージョ,牝,4,-2,秋山真一郎,15,鈴木孝志,芝,右,2200m,晴,良
13,8,コトブキテティス,ハービンジャー,エヴァ,牝,4,-4,柴田善臣,16,田島俊明,芝,右,2200m,晴,良
14,7,リュヌルージュ,モンテロッソ,ムーンハウリング,牝,6,-2,富田暁,17,四位洋文,芝,右,2200m,晴,良
15,4,シャムロックヒル,キズナ,ララア,牝,4,10,団野大成,13,佐々木晶三,芝,右,2200m,晴,良
16,5,ウインマリリン,スクリーンヒーロー,コスモチェーロ,牝,4,-4,横山武史,3,手塚貴久,芝,右,2200m,晴,良
17,7,ロザムール,ローズキングダム,グレートテン,牝,5,-8,池添謙一,14,上原博之,芝,右,2200m,晴,良
1,6,グランアレグリア,ディープインパクト,タピッツフライ,牝,5,2,C.ルメール,1,藤沢和雄,芝,右,1600m,曇,良
2,2,シュネルマイスター,Kingman,Serienholde,牡,3,-2,横山武史,2,手塚貴久,芝,右,1600m,曇,良
3,7,ダノンザキッド,ジャスタウェイ,エピックラヴ,牡,3,2,川田将雅,5,安田隆行,芝,右,1600m,曇,良
4,4,インディチャンプ,ステイゴールド,ウィルパワー,牡,6,0,福永祐一,6,音無秀孝,芝,右,1600m,曇,良
5,1,ホウオウアマゾン,キングカメハメハ,ヒカルアマランサス,牡,3,2,坂井瑠星,7,矢作芳人,芝,右,1600m,曇,良
6,2,サリオス,ハーツクライ,サロミナ,牡,4,10,松山弘平,3,堀宣行,芝,右,1600m,曇,良
7,4,ダーリントンホール,New Approach,Miss Kenton,牡,4,0,和田竜二,10,木村哲也,芝,右,1600m,曇,良
8,3,サウンドキアラ,ディープインパクト,サウンドバリアー,牝,6,-6,武豊,11,安達昭夫,芝,右,1600m,曇,良
9,6,カテドラル,ハーツクライ,アビラ,牡,5,10,戸崎圭太,8,池添学,芝,右,1600m,曇,良
10,3,ケイデンスコール,ロードカナロア,インダクティ,牡,5,0,岩田康誠,12,安田隆行,芝,右,1600m,曇,良
11,8,レインボーフラッグ,ジャングルポケット,レインボーシーカー,牡,8,-2,小崎綾也,16,小崎憲,芝,右,1600m,曇,良
12,5,ロータスランド,Point of Entry,Little Miss Muffet,牝,4,-6,田辺裕信,9,辻野泰之,芝,右,1600m,曇,良
13,5,グレナディアガーズ,Frankel,ウェイヴェルアベニュー,牡,3,6,池添謙一,4,中内田充正,芝,右,1600m,曇,良
14,1,クリノガウディー,スクリーンヒーロー,クリノビリオネア,牡,5,4,岩田望来,14,藤沢則雄,芝,右,1600m,曇,良
15,7,リプレーザ,リオンディーズ,サウスエンピリカル,牡,3,2,幸英明,13,大根田裕之,芝,右,1600m,曇,良
16,8,サウンドカナロア,ロードカナロア,ミッドナイトダンス,牡,5,6,藤岡康太,15,村山明,芝,右,1600m,曇,良
1,1,コントレイル,ディープインパクト,ロードクロサイト,牡,4,-8,福永祐一,1,矢作芳人,芝,左,2400m,晴,良
2,4,オーソリティ,オルフェーヴル,ロザリンド,牡,4,2,C.ルメール,3,木村哲也,芝,左,2400m,晴,良
3,2,シャフリヤール,ディープインパクト,ドバイマジェスティ,牡,3,-6,川田将雅,2,藤原英昭,芝,左,2400m,晴,良
4,6,サンレイポケット,ジャングルポケット,アドマイヤパンチ,牡,6,2,鮫島克駿,10,高橋義忠,芝,左,2400m,晴,良
5,3,グランドグローリー,-,-,牝,5,0,C.デムーロ,8,G.ビエトリーニ,芝,左,2400m,晴,良
6,7,ユーバーレーベン,ゴールドシップ,マイネテレジア,牝,3,8,M.デムーロ,5,手塚貴久,芝,左,2400m,晴,良
7,6,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,5,-4,横山典弘,11,斎藤誠,芝,左,2400m,晴,良
8,8,ジャパン,-,-,牡,5,0,武豊,9,A.オブライエン,芝,左,2400m,晴,良
9,5,アリストテレス,エピファネイア,ブルーダイアモンド,牡,4,8,横山武史,4,音無秀孝,芝,左,2400m,晴,良
10,3,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,7,6,和田竜二,7,辻野泰之,芝,左,2400m,晴,良
11,2,ブルーム,-,-,牡,5,0,R.ムーア,6,A.オブライエン,芝,左,2400m,晴,良
12,8,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,6,6,藤岡佑介,14,友道康夫,芝,左,2400m,晴,良
13,7,モズベッロ,ディープブリランテ,ハーランズルビー,牡,5,6,池添謙一,16,森田直行,芝,左,2400m,晴,良
14,7,マカヒキ,ディープインパクト,ウィキウィキ,牡,8,2,藤岡康太,12,友道康夫,芝,左,2400m,晴,良
15,5,ロードマイウェイ,ジャスタウェイ,フェリス,牡,5,4,三浦皇成,18,杉山晴紀,芝,左,2400m,晴,良
16,1,ムイトオブリガード,ルーラーシップ,ピサノグラフ,牡,7,-2,柴田善臣,15,角田晃一,芝,左,2400m,晴,良
17,4,ウインドジャマー,スピルバーグ,クラウンアスリート,せん,4,-2,北村宏司,17,藤沢和雄,芝,左,2400m,晴,良
18,8,ワグネリアン,ディープインパクト,ミスアンコール,牡,6,-2,戸崎圭太,13,友道康夫,芝,左,2400m,晴,良
1,3,テーオーケインズ,シニスターミニスター,マキシムカフェ,牡,4,6,松山弘平,1,高柳大輔,ダート,左,1800m,曇,良
2,7,チュウワウィザード,キングカメハメハ,チュウワブロッサム,牡,6,4,戸崎圭太,3,大久保龍志,ダート,左,1800m,曇,良
3,6,アナザートゥルース,アイルハヴアナザー,キョウエイトルース,せん,7,-2,坂井瑠星,14,高木登,ダート,左,1800m,曇,良
4,2,インティ,ケイムホーム,キティ,牡,7,-10,武豊,9,野中賢二,ダート,左,1800m,曇,良
5,2,サンライズノヴァ,ゴールドアリュール,ブライトサファイヤ,牡,7,-1,松若風馬,13,音無秀孝,ダート,左,1800m,曇,良
6,5,オーヴェルニュ,スマートファルコン,ギュイエンヌ,牡,5,-2,福永祐一,5,西村真幸,ダート,左,1800m,曇,良
7,8,メイショウハリオ,パイロ,メイショウオウヒ,牡,4,-2,浜中俊,10,岡田稲男,ダート,左,1800m,曇,良
8,4,スワーヴアラミス,ハーツクライ,ベイトゥベイ,牡,6,8,松田大作,15,須貝尚介,ダート,左,1800m,曇,良
9,3,エアスピネル,キングカメハメハ,エアメサイア,牡,8,4,藤岡康太,11,笹田和秀,ダート,左,1800m,曇,良
10,1,カジノフォンテン,カジノドライヴ,ジーナフォンテン,牡,5,-4,M.デムーロ,7,山下貴之,ダート,左,1800m,曇,良
11,8,カフェファラオ,American Pharoah,Mary s Follies,牡,4,-4,C.ルメール,4,堀宣行,ダート,左,1800m,曇,良
12,1,ソダシ,クロフネ,ブチコ,牝,3,-4,吉田隼人,2,須貝尚介,ダート,左,1800m,曇,良
13,5,ケイティブレイブ,アドマイヤマックス,ケイティローレル,牡,8,3,内田博幸,16,清水英克,ダート,左,1800m,曇,良
14,6,クリンチャー,ディープスカイ,ザフェイツ,牡,7,4,川田将雅,8,宮本博,ダート,左,1800m,曇,良
15,4,サンライズホープ,マジェスティックウォリアー,オーパスクイーン,牡,4,14,幸英明,6,羽月友彦,ダート,左,1800m,曇,良
16,7,ダノンファラオ,American Pharoah,クリスプ,牡,4,-2,横山武史,12,矢作芳人,ダート,左,1800m,曇,良
1,5,サークルオブライフ,エピファネイア,シーブリーズライフ,牝,2,0,M.デムーロ,3,国枝栄,芝,右,1600m,晴,良
2,6,ラブリイユアアイズ,ロゴタイプ,オープンユアアイズ,牝,2,-10,団野大成,8,黒岩陽一,芝,右,1600m,晴,良
3,7,ウォーターナビレラ,シルバーステート,シャイニングサヤカ,牝,2,-2,武豊,4,武幸四郎,芝,右,1600m,晴,良
4,8,ナミュール,ハービンジャー,サンブルエミューズ,牝,2,-10,C.デムーロ,1,高野友和,芝,右,1600m,晴,良
5,1,ナムラクレア,ミッキーアイル,サンクイーン2,牝,2,-6,浜中俊,6,長谷川浩大,芝,右,1600m,晴,良
6,8,ベルクレスタ,ドゥラメンテ,ベルアリュール2,牝,2,-2,松山弘平,5,須貝尚介,芝,右,1600m,晴,良
7,4,ステルナティーア,ロードカナロア,ラルケット,牝,2,-10,C.ルメール,2,木村哲也,芝,右,1600m,晴,良
8,3,スタティスティクス,ハーツクライ,トップデサイル,牝,2,-4,和田竜二,9,石坂公一,芝,右,1600m,晴,良
9,6,アネゴハダ,キズナ,イニシャルダブル,牝,2,2,幸英明,11,佐々木晶三,芝,右,1600m,晴,良
10,4,キミワクイーン,ロードカナロア,チェリーペトルズ,牝,2,2,内田博幸,10,奥村武,芝,右,1600m,晴,良
11,7,サク,リオンディーズ,コパノマルコリーニ,牝,2,2,酒井学,15,北出成人,芝,右,1600m,晴,良
12,5,シークルーズ,モーリス,ベストクルーズ,牝,2,8,岩田望来,14,杉山晴紀,芝,右,1600m,晴,良
13,2,トーホウラビアン,トーホウジャッカル,ダンシングクイーン,牝,2,-10,太宰啓介,18,川村禎彦,芝,右,1600m,晴,良
14,7,ダークペイジ,Dark Angel,グレイトペイジ,牝,2,4,横山和生,12,吉村圭司,芝,右,1600m,晴,良
15,3,タナザウィング,エピファネイア,キョウエイタキオン,牝,2,-4,国分恭介,16,清水久詞,芝,右,1600m,晴,良
16,8,パーソナルハイ,ディープインパクト,パーソナルダイアリー,牝,2,-8,藤岡康太,7,矢作芳人,芝,右,1600m,晴,良
17,1,ナムラリコリス,ジョーカプチーノ,ナムラキッス,牝,2,12,泉谷楓真,13,大橋勇樹,芝,右,1600m,晴,良
18,2,ヒノクニ,カレンブラックヒル,トワイスアップ,牝,2,8,長岡禎仁,17,深山雅史,芝,右,1600m,晴,良
1,5,ドウデュース,ハーツクライ,ダストアンドダイヤモンズ,牡,2,-10,武豊,3,友道康夫,芝,右,1600m,晴,良
2,3,セリフォス,ダイワメジャー,シーフロント,牡,2,0,C.デムーロ,1,中内田充正,芝,右,1600m,晴,良
3,4,ダノンスコーピオン,ロードカナロア,レキシールー,牡,2,-4,松山弘平,4,安田隆行,芝,右,1600m,晴,良
4,2,アルナシーム,モーリス,ジュベルアリ,牡,2,-6,池添謙一,8,橋口慎介,芝,右,1600m,晴,良
5,7,ジオグリフ,ドレフォン,アロマティコ,牡,2,4,C.ルメール,2,木村哲也,芝,右,1600m,晴,良
6,7,トウシンマカオ,ビッグアーサー,ユキノマーメイド,牡,2,-2,戸崎圭太,9,高柳瑞樹,芝,右,1600m,晴,良
7,6,ドーブネ,ディープインパクト,プレミアステップス,牡,2,12,吉田隼人,5,武幸四郎,芝,右,1600m,晴,良
8,5,プルパレイ,イスラボニータ,マイジェン,牡,2,2,M.デムーロ,6,須貝尚介,芝,右,1600m,晴,良
9,8,トゥードジボン,イスラボニータ,コッパ,牡,2,4,藤岡佑介,13,四位洋文,芝,右,1600m,晴,良
10,6,スプリットザシー,ディープインパクト,ランドオーバーシー,牝,2,2,和田竜二,12,西村真幸,芝,右,1600m,晴,良
11,3,ヴィアドロローサ,ロードカナロア,ロイヤルストリート,牡,2,0,鮫島克駿,10,加藤征弘,芝,右,1600m,晴,良
12,4,オタルエバー,リオンディーズ,ルージュクール,牡,2,-6,幸英明,7,中竹和也,芝,右,1600m,晴,良
13,2,セッカチケーン,ジョーカプチーノ,ハリケーンタマ,牡,2,-2,団野大成,14,高柳瑞樹,芝,右,1600m,晴,良
14,1,カジュフェイス,エイシンヒカリ,タイキアプローズ,牡,2,8,秋山真一郎,11,森田直行,芝,右,1600m,晴,良
15,8,シンリミテス,ドレフォン,ポリアフ,牡,2,2,国分優作,15,大根田裕之,芝,右,1600m,晴,良
1,3,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,10,0,石神深一,2,和田正一郎,障害,芝,4100m,晴,稍重
2,6,ブラゾンダムール,ディープインパクト,メダリアダムール,牡,6,-2,西谷誠,10,松永幹夫,障害,芝,4100m,晴,稍重
3,2,レオビヨンド,ダンカーク,ワタシマッテルワ,牡,5,2,植野貴也,4,高柳大輔,障害,芝,4100m,晴,稍重
4,4,ラヴアンドポップ,アドマイヤムーン,ラヴィングプライド,牡,8,-6,白浜雄造,3,岩戸孝樹,障害,芝,4100m,晴,稍重
5,8,ビレッジイーグル,ベーカバド,トキノナスティア,牡,4,2,大江原圭,9,竹内正洋,障害,芝,4100m,晴,稍重
6,4,マイネルプロンプト,マツリダゴッホ,コスモクラッベ,せん,9,-6,森一馬,7,坂口智康,障害,芝,4100m,晴,稍重
7,3,タガノエスプレッソ,ブラックタイド,タガノレヴェントン,牡,9,-6,平沢健治,1,五十嵐忠男,障害,芝,4100m,晴,稍重
8,5,アサクサゲンキ,Stormy Atlantic,Amelia,せん,6,0,熊沢重文,5,音無秀孝,障害,芝,4100m,晴,稍重
9,8,シンキングダンサー,コンデュイット,スプリングボード,せん,8,0,草野太郎,8,武市康男,障害,芝,4100m,晴,稍重
10,7,キタノテイオウ,ルーラーシップ,トウカイベルタ,牡,6,-8,小野寺祐太,14,和田雄二,障害,芝,4100m,晴,稍重
11,5,アースドラゴン,ジャスタウェイ,アースマリン,牡,5,0,蓑島靖典,12,根本康広,障害,芝,4100m,晴,稍重
12,7,ハルキストン,ロージズインメイ,ベルモントベロニカ,牡,6,0,難波剛健,11,浅見秀一,障害,芝,4100m,晴,稍重
13,6,ベイビーステップ,タイキシャトル,カルテブランシェ,牡,7,0,伴啓太,6,菊川正達,障害,芝,4100m,晴,稍重
14,1,ブルーガーディアン,マーベラスサンデー,ブルーポラリス,牡,9,2,上野翔,13,鈴木慎太郎,障害,芝,4100m,晴,稍重
1,5,エフフォーリア,エピファネイア,ケイティーズハート,牡,3,2,横山武史,1,鹿戸雄一,芝,右,2500m,晴,良
2,3,ディープボンド,キズナ,ゼフィランサス,牡,4,0,和田竜二,5,大久保龍志,芝,右,2500m,晴,良
3,4,クロノジェネシス,バゴ,クロノロジスト,牝,5,0,C.ルメール,2,斉藤崇史,芝,右,2500m,晴,良
4,5,ステラヴェローチェ,バゴ,オーマイベイビー,牡,3,4,M.デムーロ,3,須貝尚介,芝,右,2500m,晴,良
5,8,タイトルホルダー,ドゥラメンテ,メーヴェ,牡,3,12,横山和生,4,栗田徹,芝,右,2500m,晴,良
6,6,アリストテレス,エピファネイア,ブルーダイアモンド,牡,4,-6,武豊,9,音無秀孝,芝,右,2500m,晴,良
7,7,アカイイト,キズナ,ウアジェト,牝,4,2,幸英明,6,中竹和也,芝,右,2500m,晴,良
8,2,モズベッロ,ディープブリランテ,ハーランズルビー,牡,5,0,池添謙一,14,森田直行,芝,右,2500m,晴,良
9,4,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,6,6,藤岡佑介,16,友道康夫,芝,右,2500m,晴,良
10,8,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,7,4,松山弘平,7,辻野泰之,芝,右,2500m,晴,良
11,3,ウインキートス,ゴールドシップ,イクスキューズ,牝,4,10,丹内祐次,12,宗像義忠,芝,右,2500m,晴,良
12,6,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,5,-2,横山典弘,13,斎藤誠,芝,右,2500m,晴,良
13,1,パンサラッサ,ロードカナロア,ミスペンバリー,牡,4,6,菱田裕二,8,矢作芳人,芝,右,2500m,晴,良
14,1,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,7,-2,C.デムーロ,11,池江泰寿,芝,右,2500m,晴,良
15,2,メロディーレーン,オルフェーヴル,メーヴェ,牝,5,-2,岩田望来,15,森田直行,芝,右,2500m,晴,良
16,7,アサマノイタズラ,ヴィクトワールピサ,ハイタッチクイーン,牡,3,4,田辺裕信,10,手塚貴久,芝,右,2500m,晴,良
1,3,キラーアビリティ,ディープインパクト,キラーグレイシス,牡,2,-2,横山武史,2,斉藤崇史,芝,右,2000m,晴,良
2,5,ジャスティンパレス,ディープインパクト,パレスルーマー,牡,2,0,C.デムーロ,4,杉山晴紀,芝,右,2000m,晴,良
3,2,ラーグルフ,モーリス,アバンドーネ,牡,2,14,丸田恭介,8,宗像義忠,芝,右,2000m,晴,良
4,7,フィデル,ハーツクライ,ラッキートゥビーミー,牡,2,-2,川田将雅,7,友道康夫,芝,右,2000m,晴,良
5,5,ボーンディスウェイ,ハーツクライ,ウィンドハック,牡,2,4,石橋脩,10,牧光二,芝,右,2000m,晴,良
6,6,マテンロウレオ,ハーツクライ,サラトガヴィーナス,牡,2,4,横山典弘,9,昆貢,芝,右,2000m,晴,良
7,2,アケルナルスター,トーセンラー,パリージョ,牡,2,0,柴田大知,12,清水英克,芝,右,2000m,晴,良
8,1,シェルビーズアイ,ハービンジャー,ポントマイコ,牡,2,0,松田大作,13,武英智,芝,右,2000m,晴,良
9,3,グランドライン,ドゥラメンテ,グランシャルム,牡,2,0,三浦皇成,11,高木登,芝,右,2000m,晴,良
10,8,アスクワイルドモア,キズナ,ラセレシオン,牡,2,12,武豊,5,藤原英昭,芝,右,2000m,晴,良
11,7,オニャンコポン,エイシンフラッシュ,シャリオドール,牡,2,4,菅原明良,6,小島茂之,芝,右,2000m,晴,良
12,4,コマンドライン,ディープインパクト,コンドコマンド,牡,2,8,C.ルメール,1,国枝栄,芝,右,2000m,晴,良
13,4,サトノヘリオス,エピファネイア,エアマグダラ,牡,2,6,岩田望来,3,友道康夫,芝,右,2000m,晴,良
14,6,クラウンドマジック,エピファネイア,クラウンドジャック,牡,2,8,岩田康誠,15,加用正,芝,右,2000m,晴,良
15,8,タイラーテソーロ,ゴールドシップ,ノウ,牡,2,4,内田博幸,14,栗田徹,芝,右,2000m,晴,良
