着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
5,8,ナスノシンフォニー,ハーツクライ,ナスノシベリウス,牝,2,-4,吉田隼人,10,武井亮,芝,右,2000m,晴,良
6,5,ルーカス,スクリーンヒーロー,メジロフランシス,牡,2,2,M.デムーロ,2,堀宣行,芝,右,2000m,晴,良
7,3,マイハートビート,ゼンノロブロイ,トゥーピー,牡,2,-2,津村明秀,11,高橋義忠,芝,右,2000m,晴,良
8,2,ウォーターパルフェ,ルーラーシップ,ウォータープレミア,牡,2,2,酒井学,12,田所秀孝,芝,右,2000m,晴,良
9,2,ロードアクシス,ブレイクランアウト,エニーデイ,牡,2,0,三浦皇成,13,奥村豊,芝,右,2000m,晴,良
10,8,シャフトオブライト,ディープスカイ,ブリリン,牡,2,-6,松田大作,17,北出成人,芝,右,2000m,晴,良
11,1,リュヌルージュ,モンテロッソ,ムーンハウリング,牝,2,-4,北村宏司,15,斉藤崇史,芝,右,2000m,晴,良
12,4,シャルルマーニュ,ヴィクトワールピサ,エイブルアロー,牡,2,-2,戸崎圭太,9,清水久詞,芝,右,2000m,晴,良
13,6,フラットレー,ハーツクライ,リッチダンサー,牡,2,6,C.ルメール,3,藤沢和雄,芝,右,2000m,晴,良
14,6,ジュンヴァルロ,New Approach,ウェイクミーアップ,牡,2,2,藤岡康太,7,友道康夫,芝,右,2000m,晴,良
15,1,トーセンクリーガー,トーセンロレンス,トーセンスクリュー,牡,2,12,横山和生,14,小野次郎,芝,右,2000m,晴,良
16,7,ワークアンドラブ,シニスターミニスター,ハナライ,牡,2,-8,内田博幸,16,田所秀孝,芝,右,2000m,晴,良
