着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
11,3,ストロングタイタン,Regal Ransom,Titan Queen,牡,5,2,川田将雅,8,池江泰寿,芝,右,2200m,晴,稍重
12,5,サトノクラウン,Marju,ジョコンダ2,牡,6,0,石橋脩,6,堀宣行,芝,右,2200m,晴,稍重
13,3,アルバート,アドマイヤドン,フォルクローレ,牡,7,6,藤岡康太,15,堀宣行,芝,右,2200m,晴,稍重
14,8,ゼーヴィント,ディープインパクト,シルキーラグーン,牡,5,-2,池添謙一,9,木村哲也,芝,右,2200m,晴,稍重
15,6,タツゴウゲキ,マーベラスサンデー,ニシノプルメリア,牡,6,2,秋山真一郎,16,鮫島一歩,芝,右,2200m,晴,稍重
16,6,サイモンラムセス,ブラックタイド,コパノマルコリーニ,牡,8,4,小牧太,14,梅田智之,芝,右,2200m,晴,稍重
1,4,ファインニードル,アドマイヤムーン,ニードルクラフト,牡,5,0,川田将雅,1,高橋義忠,芝,右,1200m,雨,稍重
2,5,ラブカンプー,ショウナンカンプ,ラブハート,牝,3,2,和田竜二,11,森田直行,芝,右,1200m,雨,稍重
3,1,ラインスピリット,スウェプトオーヴァーボード,リボンストライプ,牡,7,2,武豊,13,松永昌博,芝,右,1200m,雨,稍重
4,3,ダイメイプリンセス,キングヘイロー,ダイメイダーク,牝,5,4,秋山真一郎,10,森田直行,芝,右,1200m,雨,稍重
5,5,レッツゴードンキ,キングカメハメハ,マルトク,牝,6,-8,岩田康誠,4,梅田智之,芝,右,1200m,雨,稍重
6,2,ワンスインナムーン,アドマイヤムーン,ツーデイズノーチス,牝,5,6,石橋脩,3,斎藤誠,芝,右,1200m,雨,稍重
7,6,ナックビーナス,ダイワメジャー,レディトゥプリーズ,牝,5,-2,J.モレイラ,2,杉浦宏昭,芝,右,1200m,雨,稍重
8,4,キャンベルジュニア,Encosta De Lago,Melito,牡,6,0,田辺裕信,12,堀宣行,芝,右,1200m,雨,稍重
9,1,ヒルノデイバロー,マンハッタンカフェ,デック,牡,7,-10,四位洋文,15,昆貢,芝,右,1200m,雨,稍重
10,8,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,7,-4,戸崎圭太,5,尾関知人,芝,右,1200m,雨,稍重
11,7,ティーハーフ,ストーミングホーム,ビールジャント,牡,8,-8,国分優作,16,西浦勝一,芝,右,1200m,雨,稍重
12,6,セイウンコウセイ,アドマイヤムーン,オブザーヴァント,牡,5,4,池添謙一,8,上原博之,芝,右,1200m,雨,稍重
13,8,ムーンクエイク,アドマイヤムーン,リッチダンサー,せん,5,8,C.ルメール,7,藤沢和雄,芝,右,1200m,雨,稍重
14,3,アレスバローズ,ディープインパクト,タイセイエトワール,牡,6,2,藤岡佑介,6,角田晃一,芝,右,1200m,雨,稍重
15,2,スノードラゴン,アドマイヤコジーン,マイネカプリース,牡,10,0,大野拓弥,14,高木登,芝,右,1200m,雨,稍重
1,6,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,3,14,C.ルメール,1,国枝栄,芝,右,2000m,晴,良
2,7,ミッキーチャーム,ディープインパクト,リップルスメイド,牝,3,2,川田将雅,5,中内田充正,芝,右,2000m,晴,良
3,1,カンタービレ,ディープインパクト,シャンロッサ,牝,3,0,武豊,3,中竹和也,芝,右,2000m,晴,良
4,3,サラキア,ディープインパクト,サロミナ,牝,3,-8,池添謙一,4,池添学,芝,右,2000m,晴,良
5,1,ラテュロス,ディープインパクト,スウィートハース,牝,3,0,秋山真一郎,13,高野友和,芝,右,2000m,晴,良
6,2,ランドネ,Blame,Loure,牝,3,-2,戸崎圭太,8,中竹和也,芝,右,2000m,晴,良
7,8,プリモシーン,ディープインパクト,モシーン,牝,3,6,北村宏司,6,木村哲也,芝,右,2000m,晴,良
8,7,ゴージャスランチ,マンハッタンカフェ,シーキングマイラブ,牝,3,2,横山典弘,10,鹿戸雄一,芝,右,2000m,晴,良
9,4,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,3,18,北村友一,2,松永幹夫,芝,右,2000m,晴,良
10,5,サトノガーネット,ディープインパクト,ビートリックスキッド,牝,3,-4,浜中俊,15,矢作芳人,芝,右,2000m,晴,良
11,4,トーセンブレス,ディープインパクト,ブルーミンバー,牝,3,-2,藤岡佑介,11,加藤征弘,芝,右,2000m,晴,良
12,3,パイオニアバイオ,ルーラーシップ,アニメイトバイオ,牝,3,0,柴田善臣,9,牧光二,芝,右,2000m,晴,良
13,8,ダンサール,ハーツクライ,バラダセール,牝,3,-2,M.デムーロ,7,須貝尚介,芝,右,2000m,晴,良
14,5,オールフォーラヴ,ディープインパクト,レディアルバローザ,牝,3,-12,幸英明,12,中内田充正,芝,右,2000m,晴,良
15,7,ハーレムライン,マンハッタンカフェ,マクリス,牝,3,-18,大野拓弥,17,田中清隆,芝,右,2000m,晴,良
16,6,オスカールビー,ハーツクライ,リキセレナード,牝,3,4,川須栄彦,14,矢作芳人,芝,右,2000m,晴,良
17,8,サヤカチャン,リーチザクラウン,アップルトウショウ,牝,3,4,高倉稜,16,田所秀孝,芝,右,2000m,晴,良
1,6,フィエールマン,ディープインパクト,リュヌドール,牡,3,4,C.ルメール,7,手塚貴久,芝,右,3000m,晴,良
2,5,エタリオウ,ステイゴールド,ホットチャチャ,牡,3,4,M.デムーロ,2,友道康夫,芝,右,3000m,晴,良
3,4,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,3,-2,武豊,10,友道康夫,芝,右,3000m,晴,良
4,2,ブラストワンピース,ハービンジャー,ツルマルワンピース,牡,3,0,池添謙一,1,大竹正博,芝,右,3000m,晴,良
5,8,グローリーヴェイズ,ディープインパクト,メジロツボネ,牡,3,2,福永祐一,12,尾関知人,芝,右,3000m,晴,良
6,7,タイムフライヤー,ハーツクライ,タイムトラベリング,牡,3,2,和田竜二,13,松田国英,芝,右,3000m,晴,良
7,8,シャルドネゴールド,ステイゴールド,セルフプリザヴェーション,牡,3,0,藤岡康太,15,池江泰寿,芝,右,3000m,晴,良
8,3,エポカドーロ,オルフェーヴル,ダイワパッション,牡,3,4,戸崎圭太,3,藤原英昭,芝,右,3000m,晴,良
9,2,ジェネラーレウーノ,スクリーンヒーロー,シャンハイロック,牡,3,0,田辺裕信,4,矢野英一,芝,右,3000m,晴,良
10,1,グレイル,ハーツクライ,プラチナチャリス,牡,3,-4,岩田康誠,8,野中賢二,芝,右,3000m,晴,良
11,8,ステイフーリッシュ,ステイゴールド,カウアイレーン,牡,3,-2,藤岡佑介,11,矢作芳人,芝,右,3000m,晴,良
12,5,アフリカンゴールド,ステイゴールド,ブリクセン,牡,3,-2,松若風馬,9,西園正都,芝,右,3000m,晴,良
13,7,グロンディオーズ,ルーラーシップ,シェリール,牡,3,-2,J.モレイラ,6,田村康仁,芝,右,3000m,晴,良
14,3,メイショウテッコン,マンハッタンカフェ,エーシンベロシティ,牡,3,2,松山弘平,5,高橋義忠,芝,右,3000m,晴,良
15,6,コズミックフォース,キングカメハメハ,ミクロコスモス,牡,3,2,浜中俊,14,国枝栄,芝,右,3000m,晴,良
16,1,アイトーン,キングズベスト,スペシャルディナー,牡,3,12,国分恭介,17,五十嵐忠男,芝,右,3000m,晴,良
17,4,カフジバンガード,ハービンジャー,エミリア,牡,3,6,幸英明,18,松元茂樹,芝,右,3000m,晴,良
18,7,オウケンムーン,オウケンブルースリ,ムーンフェイズ,牡,3,-6,北村宏司,16,国枝栄,芝,右,3000m,晴,良
1,4,レイデオロ,キングカメハメハ,ラドラーダ,牡,4,-2,C.ルメール,2,藤沢和雄,芝,左,2000m,晴,良
2,6,サングレーザー,ディープインパクト,マンティスハント,牡,4,-12,J.モレイラ,4,浅見秀一,芝,左,2000m,晴,良
3,7,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,4,-8,川田将雅,6,中竹和也,芝,左,2000m,晴,良
4,5,アルアイン,ディープインパクト,ドバイマジェスティ,牡,4,-6,北村友一,5,池江泰寿,芝,左,2000m,晴,良
5,7,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,5,-2,和田竜二,8,音無秀孝,芝,左,2000m,晴,良
6,8,サクラアンプルール,キングカメハメハ,サクラメガ,牡,7,-12,田辺裕信,10,金成貴史,芝,左,2000m,晴,良
7,5,マカヒキ,ディープインパクト,ウィキウィキ,牡,5,-12,武豊,3,友道康夫,芝,左,2000m,晴,良
8,3,ヴィブロス,ディープインパクト,ハルーワスウィート,牝,5,0,福永祐一,7,友道康夫,芝,左,2000m,晴,良
9,1,ステファノス,ディープインパクト,ココシュニック,牡,7,2,C.オドノヒュー,9,藤原英昭,芝,左,2000m,晴,良
10,4,スワーヴリチャード,ハーツクライ,ピラミマ,牡,4,4,M.デムーロ,1,庄野靖志,芝,左,2000m,晴,良
11,8,アクションスター,アグネスタキオン,レディオブヴェニス,牡,8,2,大野拓弥,12,和田勇介,芝,左,2000m,晴,良
12,2,ブラックムーン,アドマイヤムーン,ロイヤルアタック,牡,6,-16,横山典弘,11,西浦勝一,芝,左,2000m,晴,良
1,3,グレイスフルリープ,ゴールドアリュール,ラビットフット,牡,8,6,C.ルメール,4,橋口慎介,ダート,右,1200m,晴,良
2,3,マテラスカイ,Speightstown,Mostaqeleh,牡,4,-14,武豊,1,森秀行,ダート,右,1200m,晴,良
3,2,キタサンミカヅキ,キングヘイロー,キタサンジュエリー,牡,8,4,森泰斗,5,佐藤賢二,ダート,右,1200m,晴,良
4,7,モーニン,Henny Hughes,Giggly,牡,6,-5,C.デムーロ,3,石坂正,ダート,右,1200m,晴,良
5,7,レッツゴードンキ,キングカメハメハ,マルトク,牝,6,12,岩田康誠,2,梅田智之,ダート,右,1200m,晴,良
6,2,キングズガード,シニスターミニスター,キングスベリー,牡,7,0,藤岡佑介,6,寺島良,ダート,右,1200m,晴,良
7,8,テーオーヘリオス,Fusaichi Pegasus,Reagle Mary,牡,6,6,浜中俊,11,梅田智之,ダート,右,1200m,晴,良
8,1,ニシケンモノノフ,メイショウボーラー,グリーンヒルコマチ,牡,7,-2,横山典弘,10,庄野靖志,ダート,右,1200m,晴,良
9,4,ウインムート,ロージズインメイ,コスモヴァレンチ,牡,5,8,内田博幸,12,加用正,ダート,右,1200m,晴,良
10,6,ラブバレット,ノボジャック,リバイバルガール,牡,7,0,山本聡哉,14,菅原勲,ダート,右,1200m,晴,良
11,1,ネロ,ヨハネスブルグ,ニシノタカラヅカ,牡,7,4,戸崎圭太,8,森秀行,ダート,右,1200m,晴,良
12,8,ノボバカラ,アドマイヤオーラ,ノボキッス,牡,6,9,御神本訓史,15,天間昭一,ダート,右,1200m,晴,良
13,6,アンサンブルライフ,アジュディケーティング,ゲイリーエンジェル,牡,5,-2,繁田健一,16,小久保智,ダート,右,1200m,晴,良
14,5,セイウンコウセイ,アドマイヤムーン,オブザーヴァント,牡,5,-6,池添謙一,7,上原博之,ダート,右,1200m,晴,良
15,4,ナックビーナス,ダイワメジャー,レディトゥプリーズ,牝,5,4,大野拓弥,9,杉浦宏昭,ダート,右,1200m,晴,良
16,5,ノブワイルド,ヴァーミリアン,コウエイベスト,牡,6,-1,左海誠二,13,小久保智,ダート,右,1200m,晴,良
1,4,ケイティブレイブ,アドマイヤマックス,ケイティローレル,牡,5,10,福永祐一,3,杉山晴紀,ダート,右,1900m,晴,良
2,7,オメガパフューム,スウェプトオーヴァーボード,オメガフレグランス,牡,3,4,和田竜二,2,安田翔伍,ダート,右,1900m,晴,良
3,2,サンライズソア,シンボリクリスエス,アメーリア,牡,4,6,C.ルメール,1,河内洋,ダート,右,1900m,晴,良
4,5,ノンコノユメ,トワイニング,ノンコ,せん,6,2,内田博幸,5,加藤征弘,ダート,右,1900m,晴,良
5,4,サウンドトゥルー,フレンチデピュティ,キョウエイトルース,せん,8,3,大野拓弥,7,高木登,ダート,右,1900m,晴,良
6,3,アスカノロマン,アグネスデジタル,アスカノヒミコ,牡,7,4,太宰啓介,14,川村禎彦,ダート,右,1900m,晴,良
7,8,テーオーエナジー,カネヒキリ,シルキークラフト,牡,3,-2,岩田康誠,10,宮徹,ダート,右,1900m,晴,良
8,3,マイネルバサラ,シニスターミニスター,サザンレイスター,牡,5,1,戸崎圭太,13,松山将樹,ダート,右,1900m,晴,良
9,1,タガノゴールド,ゴールドアリュール,アンテヴォルテ,牡,7,-15,下原理,16,新子雅司,ダート,右,1900m,晴,良
10,7,オールブラッシュ,ウォーエンブレム,ブラッシングプリンセス,牡,6,9,C.デムーロ,11,村山明,ダート,右,1900m,晴,良
11,1,センチュリオン,キングカメハメハ,ハンドレッドスコア,牡,6,3,幸英明,8,田村康仁,ダート,右,1900m,晴,良
12,6,カツゲキキトキト,スパイキュール,レイビスティー,牡,5,1,大畑雅章,15,錦見勇夫,ダート,右,1900m,晴,良
13,6,アポロケンタッキー,Langfuhr,Dixiana Delight,牡,6,16,M.デムーロ,4,山内研二,ダート,右,1900m,晴,良
14,5,テイエムジンソク,クロフネ,マイディスカバリー,牡,6,2,古川吉洋,6,木原一良,ダート,右,1900m,晴,良
15,8,クリソライト,ゴールドアリュール,クリソプレーズ,牡,8,-1,武豊,9,音無秀孝,ダート,右,1900m,晴,良
16,2,シュテルングランツ,ステイゴールド,トゥースペシャル,牡,7,-6,的場文男,12,小久保智,ダート,右,1900m,晴,良
1,8,アンジュデジール,ディープインパクト,ティックルピンク,牝,4,3,横山典弘,6,昆貢,ダート,右,1800m,晴,良
2,2,ラビットラン,Tapit,Amelia,牝,4,4,M.デムーロ,1,中竹和也,ダート,右,1800m,晴,良
3,8,ファッショニスタ,ストリートセンス,アクアリスト,牝,4,0,大野拓弥,5,安田隆行,ダート,右,1800m,晴,良
4,2,クイーンマンボ,マンハッタンカフェ,スズカエルマンボ,牝,4,-1,C.ルメール,2,中竹和也,ダート,右,1800m,晴,良
5,7,アンデスクイーン,タートルボウル,レイナカスターニャ,牝,4,0,松若風馬,12,西園正都,ダート,右,1800m,晴,良
6,4,ビスカリア,ヴァーミリアン,フサイチジェット,牝,6,0,森泰斗,13,山内研二,ダート,右,1800m,晴,良
7,1,フォンターナリーリ,クロフネ,スカーレットベル,牝,5,-12,C.デムーロ,3,中内田充正,ダート,右,1800m,晴,良
8,1,アイアンテーラー,ゴールドアリュール,オータムブリーズ,牝,4,6,浜中俊,7,飯田雄三,ダート,右,1800m,晴,良
9,3,ジュエルクイーン,キンシャサノキセキ,プラチナローズ,牝,6,-10,岩田康誠,15,福永敏,ダート,右,1800m,晴,良
10,5,プリンシアコメータ,スパイキュール,ベルモントフェリス,牝,5,-4,武豊,4,矢野英一,ダート,右,1800m,晴,良
11,6,ブランシェクール,ダイワメジャー,モンプティクール,牝,5,-10,御神本訓史,10,藤田輝信,ダート,右,1800m,晴,良
12,5,サルサディオーネ,ゴールドアリュール,サルサクイーン,牝,4,0,丸山元気,9,羽月友彦,ダート,右,1800m,晴,良
13,6,リエノテソーロ,Speightstown,Akilina,牝,4,-7,吉田隼人,11,武井亮,ダート,右,1800m,晴,良
14,3,ラインハート,ステイゴールド,チェルカ,牝,7,-19,笹川翼,14,月岡健二,ダート,右,1800m,晴,良
15,7,ディアマルコ,スパイキュール,エコパン,牝,5,-5,佐原秀泰,16,那俄性哲也,ダート,右,1800m,晴,良
16,4,カワキタエンカ,ディープインパクト,カワキタラブポップ,牝,4,6,池添謙一,8,浜田多実雄,ダート,右,1800m,晴,良
1,6,リスグラシュー,ハーツクライ,リリサイド,牝,4,2,J.モレイラ,3,矢作芳人,芝,右,2200m,晴,良
2,5,クロコスミア,ステイゴールド,デヴェロッペ,牝,5,4,岩田康誠,9,西浦勝一,芝,右,2200m,晴,良
3,4,モズカッチャン,ハービンジャー,サイトディーラー,牝,4,6,M.デムーロ,1,鮫島一歩,芝,右,2200m,晴,良
4,3,レッドジェノヴァ,シンボリクリスエス,コロンバスサークル,牝,4,6,池添謙一,4,小島茂之,芝,右,2200m,晴,良
5,7,ノームコア,ハービンジャー,クロノロジスト,牝,3,10,C.ルメール,2,萩原清,芝,右,2200m,晴,良
6,4,カンタービレ,ディープインパクト,シャンロッサ,牝,3,0,C.デムーロ,5,中竹和也,芝,右,2200m,晴,良
7,1,フロンテアクイーン,メイショウサムソン,ブルーボックスボウ,牝,5,2,蛯名正義,7,国枝栄,芝,右,2200m,晴,良
8,8,コルコバード,ステイゴールド,エンシェントヒル,牝,5,10,浜中俊,6,木村哲也,芝,右,2200m,晴,良
9,6,スマートレイアー,ディープインパクト,スノースタイル,牝,8,-2,武豊,8,大久保龍志,芝,右,2200m,晴,良
10,5,ヴァフラーム,ハービンジャー,ファーストチェア,牝,6,4,川又賢治,14,吉村圭司,芝,右,2200m,晴,良
11,7,ワンブレスアウェイ,ステイゴールド,ストレイキャット,牝,5,-4,津村明秀,13,古賀慎明,芝,右,2200m,晴,良
12,8,ミスパンテール,ダイワメジャー,エールドクラージュ,牝,4,8,横山典弘,10,昆貢,芝,右,2200m,晴,良
13,2,レイホーロマンス,ハービンジャー,スズカローラン,牝,5,0,福永祐一,12,橋田満,芝,右,2200m,晴,良
14,3,アドマイヤリード,ステイゴールド,ベルアリュール2,牝,5,-2,藤岡康太,11,須貝尚介,芝,右,2200m,晴,良
15,8,エテルナミノル,エンパイアメーカー,ダイワジェラート,牝,5,4,四位洋文,15,本田優,芝,右,2200m,晴,良
16,1,ハッピーユニバンス,ジャングルポケット,アドマイヤセラヴィ,牝,6,2,松若風馬,17,平田修,芝,右,2200m,晴,良
17,2,プリメラアスール,スペシャルウィーク,リメインフォレスト,牝,6,-4,藤岡佑介,16,鈴木孝志,芝,右,2200m,晴,良
1,1,ステルヴィオ,ロードカナロア,ラルケット,牡,3,10,W.ビュイック,5,木村哲也,芝,右,1600m,晴,良
2,1,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,4,8,M.デムーロ,3,池江泰寿,芝,右,1600m,晴,良
3,2,アルアイン,ディープインパクト,ドバイマジェスティ,牡,4,8,川田将雅,4,池江泰寿,芝,右,1600m,晴,良
4,8,カツジ,ディープインパクト,メリッサ,牡,3,6,松山弘平,16,池添兼雄,芝,右,1600m,晴,良
5,5,ミッキーグローリー,ディープインパクト,メリッサ,牡,5,4,戸崎圭太,8,国枝栄,芝,右,1600m,晴,良
6,3,ジュールポレール,ディープインパクト,サマーナイトシティ,牝,5,0,石川裕紀人,10,西園正都,芝,右,1600m,晴,良
7,7,レッドアヴァンセ,ディープインパクト,エリモピクシー,牝,5,2,北村友一,13,音無秀孝,芝,右,1600m,晴,良
8,3,ヒーズインラブ,ハービンジャー,シーズインクルーデッド,牡,5,6,藤岡康太,17,藤岡健一,芝,右,1600m,晴,良
9,5,ウインブライト,ステイゴールド,サマーエタニティ,牡,4,2,松岡正海,14,畠山吉宏,芝,右,1600m,晴,良
10,7,エアスピネル,キングカメハメハ,エアメサイア,牡,5,-2,福永祐一,7,笹田和秀,芝,右,1600m,晴,良
11,8,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,3,12,藤岡佑介,9,平田修,芝,右,1600m,晴,良
12,7,アエロリット,クロフネ,アステリックス,牝,4,8,R.ムーア,2,菊沢隆徳,芝,右,1600m,晴,良
13,4,モズアスコット,Frankel,India,牡,4,2,C.ルメール,1,矢作芳人,芝,右,1600m,晴,良
14,4,ロジクライ,ハーツクライ,ドリームモーメント,牡,5,4,C.デムーロ,6,須貝尚介,芝,右,1600m,晴,良
15,2,ブラックムーン,アドマイヤムーン,ロイヤルアタック,牡,6,14,浜中俊,18,西浦勝一,芝,右,1600m,晴,良
16,6,ジャンダルム,Kitten s Joy,Believe,牡,3,4,武豊,11,池江泰寿,芝,右,1600m,晴,良
17,8,ロードクエスト,マツリダゴッホ,マツリダワルツ,牡,5,-2,横山典弘,12,小島茂之,芝,右,1600m,晴,良
18,6,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,4,4,四位洋文,15,本田優,芝,右,1600m,晴,良
1,1,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,3,-8,C.ルメール,1,国枝栄,芝,左,2400m,晴,良
2,5,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,4,8,川田将雅,4,中竹和也,芝,左,2400m,晴,良
3,7,スワーヴリチャード,ハーツクライ,ピラミマ,牡,4,0,M.デムーロ,2,庄野靖志,芝,左,2400m,晴,良
4,6,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,6,-4,C.デムーロ,5,友道康夫,芝,左,2400m,晴,良
5,4,ミッキースワロー,トーセンホマレボシ,マドレボニータ,牡,4,0,横山典弘,8,菊沢隆徳,芝,左,2400m,晴,良
6,3,サトノダイヤモンド,ディープインパクト,マルペンサ,牡,5,-8,J.モレイラ,3,池江泰寿,芝,左,2400m,晴,良
7,2,ハッピーグリン,ローエングリン,レディセラヴィ,牡,3,4,服部茂史,14,田中淳司,芝,左,2400m,晴,良
8,8,ウインテンダネス,カンパニー,モエレメルシー,牡,5,2,内田博幸,10,杉山晴紀,芝,左,2400m,晴,良
9,3,サトノクラウン,Marju,ジョコンダ2,牡,6,18,W.ビュイック,9,堀宣行,芝,左,2400m,晴,良
10,4,サンダリングブルー,-,-,せん,5,0,F.ベリー,7,D.ムニュイジエ,芝,左,2400m,晴,良
11,7,カプリ,-,-,牡,4,0,R.ムーア,6,A.オブライエン,芝,左,2400m,晴,良
12,6,ガンコ,ナカヤマフェスタ,シングアップロック,牡,5,6,蛯名正義,11,松元茂樹,芝,左,2400m,晴,良
13,8,ノーブルマーズ,ジャングルポケット,アイアンドユー,牡,5,-4,高倉稜,12,宮本博,芝,左,2400m,晴,良
14,5,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,7,-2,田辺裕信,13,藤岡健一,芝,左,2400m,晴,良
1,2,ルヴァンスレーヴ,シンボリクリスエス,マエストラーレ,牡,3,2,M.デムーロ,1,萩原清,ダート,左,1800m,晴,良
2,7,ウェスタールンド,ネオユニヴァース,ユーアンミー,せん,6,-2,藤岡佑介,8,佐々木晶三,ダート,左,1800m,晴,良
3,5,サンライズソア,シンボリクリスエス,アメーリア,牡,4,8,J.モレイラ,3,河内洋,ダート,左,1800m,晴,良
4,1,アンジュデジール,ディープインパクト,ティックルピンク,牝,4,6,横山典弘,9,昆貢,ダート,左,1800m,晴,良
5,6,オメガパフューム,スウェプトオーヴァーボード,オメガフレグランス,牡,3,-2,C.デムーロ,4,安田翔伍,ダート,左,1800m,晴,良
6,4,サンライズノヴァ,ゴールドアリュール,ブライトサファイヤ,牡,4,4,戸崎圭太,5,音無秀孝,ダート,左,1800m,晴,良
7,3,ノンコノユメ,トワイニング,ノンコ,せん,6,0,内田博幸,6,加藤征弘,ダート,左,1800m,晴,良
8,7,ミツバ,カネヒキリ,セントクリスマス,牡,6,4,松山弘平,12,加用正,ダート,左,1800m,晴,良
9,8,ヒラボクラターシュ,キンシャサノキセキ,ヒラボクウィン,牡,3,0,四位洋文,11,大久保龍志,ダート,左,1800m,晴,良
10,4,アスカノロマン,アグネスデジタル,アスカノヒミコ,牡,7,-4,太宰啓介,15,川村禎彦,ダート,左,1800m,晴,良
11,5,ケイティブレイブ,アドマイヤマックス,ケイティローレル,牡,5,10,福永祐一,2,杉山晴紀,ダート,左,1800m,晴,良
12,6,センチュリオン,キングカメハメハ,ハンドレッドスコア,牡,6,0,吉田隼人,14,田村康仁,ダート,左,1800m,晴,良
13,8,インカンテーション,シニスターミニスター,オリジナルスピン,牡,8,4,三浦皇成,10,羽月友彦,ダート,左,1800m,晴,良
14,3,アポロケンタッキー,Langfuhr,Dixiana Delight,牡,6,5,小牧太,13,山内研二,ダート,左,1800m,晴,良
15,2,パヴェル,-,-,牡,4,0,M.グティエレス,7,L.モラ,ダート,左,1800m,晴,良
1,7,ダノンファンタジー,ディープインパクト,ライフフォーセール,牝,2,0,C.デムーロ,1,中内田充正,芝,右,1600m,晴,良
2,5,クロノジェネシス,バゴ,クロノロジスト,牝,2,0,北村友一,2,斉藤崇史,芝,右,1600m,晴,良
3,6,ビーチサンバ,クロフネ,フサイチエアデール,牝,2,0,福永祐一,4,友道康夫,芝,右,1600m,晴,良
4,2,シェーングランツ,ディープインパクト,スタセリタ,牝,2,-8,武豊,3,藤沢和雄,芝,右,1600m,晴,良
5,2,プールヴィル,Le Havre,ケンホープ,牝,2,10,秋山真一郎,14,庄野靖志,芝,右,1600m,晴,良
6,3,メイショウショウブ,ダイワメジャー,メイショウスズラン,牝,2,0,池添謙一,7,池添兼雄,芝,右,1600m,晴,良
7,5,タニノミッション,Invincible Spirit,Vodka,牝,2,4,浜中俊,5,中竹和也,芝,右,1600m,晴,良
8,7,サヴォワールエメ,ダイワメジャー,ニアメ,牝,2,2,藤岡康太,15,友道康夫,芝,右,1600m,晴,良
9,6,レッドアネモス,ヴィクトワールピサ,マチカネハヤテ,牝,2,4,戸崎圭太,6,友道康夫,芝,右,1600m,晴,良
10,8,トロシュナ,スクリーンヒーロー,スーヴェニアギフト,牝,2,0,北村宏司,12,大竹正博,芝,右,1600m,晴,良
11,8,メイショウケイメイ,ワークフォース,メイショウアキシノ,牝,2,-6,古川吉洋,17,南井克巳,芝,右,1600m,晴,良
12,7,ローゼンクリーガー,ノヴェリスト,クエルクス,牝,2,-4,藤岡佑介,13,高橋亮,芝,右,1600m,晴,良
13,4,ウインゼノビア,スクリーンヒーロー,ゴシップクイーン,牝,2,-2,松若風馬,10,青木孝文,芝,右,1600m,晴,良
14,4,ラブミーファイン,ジャスタウェイ,ヤマノラヴ,牝,2,0,丸山元気,16,田所秀孝,芝,右,1600m,晴,良
15,8,グレイシア,ダイワメジャー,クーデグレイス,牝,2,-12,田辺裕信,8,栗田徹,芝,右,1600m,晴,良
16,1,ジョディー,ダイワメジャー,ミスティーク2,牝,2,-6,四位洋文,11,戸田博文,芝,右,1600m,晴,良
17,1,ベルスール,スウェプトオーヴァーボード,フレンチビキニ,牝,2,-2,B.アヴドゥラ,9,今野貞一,芝,右,1600m,晴,良
18,3,スタークォーツ,メイショウボーラー,レイズアトウショウ,牝,2,6,荻野極,18,寺島良,芝,右,1600m,晴,良
1,4,アドマイヤマーズ,ダイワメジャー,ヴィアメディチ,牡,2,-2,M.デムーロ,2,友道康夫,芝,右,1600m,小雨,良
2,1,クリノガウディー,スクリーンヒーロー,クリノビリオネア,牡,2,2,藤岡佑介,9,藤沢則雄,芝,右,1600m,小雨,良
3,2,グランアレグリア,ディープインパクト,タピッツフライ,牝,2,6,C.ルメール,1,藤沢和雄,芝,右,1600m,小雨,良
4,8,ファンタジスト,ロードカナロア,ディープインアスク,牡,2,0,武豊,3,梅田智之,芝,右,1600m,小雨,良
5,5,ディープダイバー,ブラックタイド,シアージュ,牡,2,0,川田将雅,11,大久保龍志,芝,右,1600m,小雨,良
6,8,エメラルファイト,クロフネ,セトウチソーラー,牡,2,4,W.ビュイック,7,相沢郁,芝,右,1600m,小雨,良
7,2,アスターペガサス,Giant s Causeway,R Heat Lightning,牡,2,-4,福永祐一,8,中竹和也,芝,右,1600m,小雨,良
8,6,ヒラソール,マツリダゴッホ,ハナイチリン,牡,2,2,岩田康誠,14,加用正,芝,右,1600m,小雨,良
9,5,イッツクール,アルデバラン2,タキオンメーカー,牡,2,0,松田大作,12,武英智,芝,右,1600m,小雨,良
10,3,マイネルサーパス,アイルハヴアナザー,マイネアクティース,牡,2,2,丹内祐次,5,高木登,芝,右,1600m,小雨,良
11,7,コパノマーティン,スクリーンヒーロー,ラブディラン,牡,2,-4,坂井瑠星,15,村山明,芝,右,1600m,小雨,良
12,3,ドゴール,サクラプレジデント,ガイヤール,牡,2,10,津村明秀,6,黒岩陽一,芝,右,1600m,小雨,良
